evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-0391,39530798,AKYXPS5U,10.3201/eid3014.240308,"Etiology and Epidemiology of Travelers' Diarrhea among US Military and Adult Travelers, 2018-2023.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11559568/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0390,39535672,E36N73VA,10.1007/s10339-024-01242-9,Decision-making during training of a Swedish navy command and control team: a quantitative study of workload effects.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12055869/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0379,39680800,K9YLBQUW,10.1002/mp.17584,Three-dimensional dosimetry using multiple-energy delivery and a single-layer detector for quality assurance in proton pencil beam scanning.,FULL_TEXT_QUEUE,P1,11,2,8,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1002/mp.17584,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0372,39766802,23A5VKC5,10.3390/genes15121535,Genotypic Influences on Actuators of Aerobic Performance in Tactical Athletes.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11675622/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0370,39796526,XEG9LSSK,10.3390/nu17010092,Dietary Nutrient Adequacy in Aeronautical Military Personnel in Spain: Strengths and Weaknesses.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11722873/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0363,39851452,PBIXDHP6,10.3390/brainsci15010085,Assessment of Changes in Executive Functions and Attention of Cadets as a Result of Military Parachute Jumping.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11763684/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0358,39919055,4AENNJF8,10.1371/journal.pone.0316127,A catechol-O-methyltransferase genetic variant impacts functional movement in tactical athletes.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11805364/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0357,39923030,N29F8635,10.1186/s12903-025-05478-5,"Oral health status, behavior and impact profile among naval personnel in the Malaysian naval armed forces.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11807301/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0351,39985005,LWP5ZVK9,10.1186/s12931-025-03142-8,Assessment of the prevalence of respiratory pathogens and the level of immunity to respiratory viruses in soldiers and civilian military employees in Poland.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11846339/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0350,40008018,JVKMJA2R,10.1039/d4ra08055f,Development of the all-solid-state flexible supercapacitor membranes via RAFT-mediated grafting and electrospun nanofiber modification of track-etched membranes.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11852266/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0348,40029342,BLHHN6TJ,10.3357/amhp.6560.2025,Occupational Physical Requirements for Astronauts.,FULL_TEXT_QUEUE,P1,11,2,5,3,1,DISCOVERY_REQUIRED,https://doi.org/10.3357/amhp.6560.2025,Journal Article | Systematic Review,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0347,40038089,D8TXF48Y,10.1111/edt.13054,A Retrospective Study of Dental Trauma in Israel Military Personnel.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12424112/,Journal Article | Observational Study,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0340,40135290,F38SN2AG,10.1089/neu.2024.0127,Objective Turning Measures Improve Diagnostic Accuracy and Relate to Simulated Real-World Mobility/Combat Readiness in Chronic Mild Traumatic Brain Injury.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12169904/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0339,40137800,ISUE8UNR,10.3390/sports13030076,Effects of a 30 K Military Loaded Carriage on the Neuromuscular System in Spanish Army Marines.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11945795/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0337,40142938,D4TRYDC7,10.3390/jcm14062130,Assessing Cardiovascular Risk Among Polish Soldiers: Insights Using the POL SCORE Tool.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11943057/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0333,40177116,V89R7Z3C,10.1021/acsaenm.4c00764,A Co-extrusion Additive Manufacturing Process with Mixer Nozzle to Dynamically Control Blowing Agent Content and Print Functionally Graded Foams.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11959517/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0326,40278755,RBDR7TRY,10.3390/sports13040129,Neuromuscular Responses to 5 K Time Trial Load Carried by Spanish Army Marines.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12031018/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0323,40308619,B823CLR6,10.4330/wjc.v17.i4.102133,Impact of night sentry duties on cardiometabolic health in military personnel.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12038707/,Editorial,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0322,40314558,N6KIMTPT,10.1080/15502783.2025.2492186,Toward promoting performance nutrition behaviors among tactical athletes: a mixed methods study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12051564/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0321,40323857,2993RDG7,10.1037/ser0000955,"The ask, care, escort suite of trainings: Initial evaluation of the Army's primary suicide prevention strategy.",FULL_TEXT_QUEUE,P1,11,2,7,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1037/ser0000955,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0311,40425246,SN8HBTA3,10.1136/bmjopen-2024-096643,Efficacy and acceptability of different blood flow restriction training interventions during the rehabilitation of military personnel with lower limb musculoskeletal injuries: protocol for a two-phase randomised controlled trial.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12107567/,Clinical Trial Protocol | Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0308,40469387,LB3TQI7V,10.3389/fspor.2025.1594714,Fitness profile and training of Special Operation Forces: a comparison with sports athletes.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12133949/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0306,40477147,BIVTB47L,10.1111/1468-5973.12328,Military crisis responses to COVID-19.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC7537208/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0303,40493544,9MQFG3QZ,10.1093/milmed/usaf282,Ultrasound-Guided Foreign Body Removal: Simulation Training and Clinical Implementation Outcomes.,FULL_TEXT_QUEUE,P1,11,2,7,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaf282,"Journal Article | Research Support, Non-U.S. Gov't",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0302,40496358,VNZY5ZZQ,10.3748/wjg.v31.i18.103754,Potential of traditional Chinese medicine in managing and preventing Helicobacter pylori infection in Chinese military.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12146931/,Letter,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0300,40536551,5FWM3RN5,10.1097/corr.0000000000003590,Return to Running After Achilles Tendon Repair: How Do US Navy Service Members' Physical Readiness Tests Change After Undergoing an Achilles Tendon Repair?,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12517951/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0298,40544140,IKS3THWC,10.28920/dhm55.2.126-135,Effects of hyperbaric oxygen therapy initiation latency on auditory outcomes following acute acoustic trauma.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12520991/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0290,40613059,LGJJ6KUU,,An Analysis of the U.S. Department of Defense's Military Health Readiness Assessments.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12218374/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0289,40613065,TLPFGA3P,,The Army Combat Fitness Test (ACFT) and the Health of the Active Component: Understanding the Link Between the ACFT and Personnel Health and Injuries.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12218373/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0285,40648871,BLZ32DBH,10.3390/jcm14134497,Headache Management in Military Primary Care: Findings from a Nationwide Cross-Sectional Study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12249774/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0280,40727769,UEIJBMUW,10.1021/acsomega.5c01493,HKUST‑1 Synthesis in PET Track-Etched Membranes via Conversion of Deposited Cu for Carbon Dioxide Capture.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12290653/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0279,40744008,KL99FJS3,10.1016/j.str.2025.07.007,Sub-3 Å resolution protein structure determination by single-particle cryo-EM at 100 keV.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12372669/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0275,40793976,KJITMU6N,10.57264/cer-2024-0180,Identification of treatment effect modifiers and prognostic factors in newly diagnosed and relapsed or refractory multiple myeloma.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12465902/,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0270,40813778,T7DFMXDB,10.1038/s41597-025-05646-w,TEMSET-24K: Densely Annotated Dataset for Indexing Multipart Endoscopic Videos using Surgical Timeline Segmentation.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12354921/,Dataset | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
